Player,Year,Surface,Matches,Wins,Win_pct
Schwartzman D.,2016,Hard,15,8,53.333333333333336
Schwartzman D.,2017,Clay,29,17,58.620689655172406
Schwartzman D.,2017,Grass,2,0,0.0
Schwartzman D.,2017,Hard,35,21,60.0
Schwartzman D.,2018,Clay,25,16,64.0
Schwartzman D.,2018,Grass,3,1,33.33333333333333
Schwartzman D.,2018,Hard,25,12,48.0
Schwartzman D.,2019,Clay,21,13,61.904761904761905
Schwartzman D.,2019,Grass,6,4,66.66666666666666
Schwartzman D.,2019,Hard,35,22,62.857142857142854
Schwartzman D.,2020,Clay,19,15,78.94736842105263
Schwartzman D.,2020,Hard,17,9,52.94117647058824
Schwartzman D.,2021,Clay,18,11,61.111111111111114
Schwartzman D.,2021,Grass,3,2,66.66666666666666
Schwartzman D.,2021,Hard,32,21,65.625
Schwartzman D.,2022,Clay,30,20,66.66666666666666
Schwartzman D.,2022,Grass,4,1,25.0
Schwartzman D.,2022,Hard,16,6,37.5
Schwartzman D.,2023,Clay,14,4,28.57142857142857
Schwartzman D.,2023,Grass,4,2,50.0
Schwartzman D.,2023,Hard,17,7,41.17647058823529
Schwartzman D.,2024,Clay,4,0,0.0
Schwartzman D.,2024,Hard,4,0,0.0
Schwartzman D.,2025,Clay,2,1,50.0
Searle H.,2024,Grass,2,0,0.0
Searle H.,2025,Grass,1,0,0.0
Sekulic M.,2013,Hard,1,0,0.0
Sekulic P.,2023,Hard,3,1,33.33333333333333
Sekulov J.,2000,Clay,1,0,0.0
Sekulov J.,2000,Grass,1,0,0.0
Sekulov J.,2000,Hard,10,3,30.0
Sela D.,2005,Clay,1,0,0.0
Sela D.,2007,Hard,8,4,50.0
Sela D.,2008,Carpet,2,1,50.0
Sela D.,2008,Clay,6,2,33.33333333333333
Sela D.,2008,Grass,3,0,0.0
Sela D.,2008,Hard,25,11,44.0
Sela D.,2009,Clay,4,1,25.0
Sela D.,2009,Grass,8,5,62.5
Sela D.,2009,Hard,21,8,38.095238095238095
Sela D.,2010,Clay,4,1,25.0
Sela D.,2010,Grass,6,3,50.0
Sela D.,2010,Hard,21,10,47.61904761904761
Sela D.,2011,Clay,1,0,0.0
Sela D.,2011,Grass,3,1,33.33333333333333
Sela D.,2011,Hard,15,5,33.33333333333333
Sela D.,2012,Clay,5,1,20.0
Sela D.,2012,Grass,5,2,40.0
Sela D.,2012,Hard,18,8,44.44444444444444
Sela D.,2013,Grass,1,0,0.0
Sela D.,2013,Hard,11,5,45.45454545454545
Sela D.,2014,Clay,6,1,16.666666666666664
Sela D.,2014,Grass,7,3,42.857142857142854
Sela D.,2014,Hard,20,10,50.0
Sela D.,2015,Clay,2,1,50.0
Sela D.,2015,Grass,3,1,33.33333333333333
Sela D.,2015,Hard,11,5,45.45454545454545
Sela D.,2016,Clay,5,1,20.0
Sela D.,2016,Grass,10,6,60.0
Sela D.,2016,Hard,10,2,20.0
Sela D.,2017,Clay,1,0,0.0
Sela D.,2017,Grass,2,2,100.0
Sela D.,2017,Hard,22,11,50.0
Sela D.,2018,Clay,1,0,0.0
Sela D.,2018,Grass,4,2,50.0
Sela D.,2018,Hard,8,3,37.5
Sela D.,2019,Hard,1,0,0.0
Sell K.,2025,Clay,1,0,0.0
Sell M.,2000,Hard,2,1,50.0
Seppi A.,2003,Clay,2,0,0.0
Seppi A.,2004,Carpet,1,0,0.0
Seppi A.,2004,Clay,7,2,28.57142857142857
Seppi A.,2004,Grass,2,1,50.0
Seppi A.,2004,Hard,3,1,33.33333333333333
Seppi A.,2005,Carpet,4,1,25.0
Seppi A.,2005,Clay,20,13,65.0
Seppi A.,2005,Grass,1,0,0.0
Seppi A.,2005,Hard,8,3,37.5
Seppi A.,2006,Carpet,5,2,40.0
Seppi A.,2006,Clay,17,6,35.294117647058826
Seppi A.,2006,Grass,8,5,62.5
Seppi A.,2006,Hard,17,6,35.294117647058826
Seppi A.,2007,Carpet,4,1,25.0
Seppi A.,2007,Clay,17,10,58.82352941176471
Seppi A.,2007,Grass,5,2,40.0
Seppi A.,2007,Hard,17,6,35.294117647058826
Seppi A.,2008,Carpet,4,1,25.0
Seppi A.,2008,Clay,16,9,56.25
Seppi A.,2008,Grass,8,5,62.5
Seppi A.,2008,Hard,25,12,48.0
Seppi A.,2009,Carpet,1,0,0.0
Seppi A.,2009,Clay,19,10,52.63157894736842
Seppi A.,2009,Grass,6,3,50.0
Seppi A.,2009,Hard,22,8,36.36363636363637
Seppi A.,2010,Clay,23,13,56.52173913043478
Seppi A.,2010,Grass,4,1,25.0
Seppi A.,2010,Hard,24,9,37.5
Seppi A.,2011,Clay,16,8,50.0
Seppi A.,2011,Grass,8,6,75.0
Seppi A.,2011,Hard,22,10,45.45454545454545
Seppi A.,2012,Clay,19,14,73.68421052631578
Seppi A.,2012,Grass,5,2,40.0
Seppi A.,2012,Hard,32,17,53.125
Seppi A.,2013,Clay,13,4,30.76923076923077
Seppi A.,2013,Grass,7,5,71.42857142857143
Seppi A.,2013,Hard,31,15,48.38709677419355
Seppi A.,2014,Clay,19,9,47.368421052631575
Seppi A.,2014,Grass,2,0,0.0
Seppi A.,2014,Hard,28,13,46.42857142857143
Seppi A.,2015,Clay,6,2,33.33333333333333
Seppi A.,2015,Grass,9,5,55.55555555555556
Seppi A.,2015,Hard,31,16,51.61290322580645
Seppi A.,2016,Clay,7,3,42.857142857142854
Seppi A.,2016,Grass,10,6,60.0
Seppi A.,2016,Hard,24,9,37.5
Seppi A.,2017,Clay,9,3,33.33333333333333
Seppi A.,2017,Grass,8,5,62.5
Seppi A.,2017,Hard,16,8,50.0
Seppi A.,2018,Clay,14,7,50.0
Seppi A.,2018,Grass,7,3,42.857142857142854
Seppi A.,2018,Hard,24,13,54.166666666666664
Seppi A.,2019,Clay,7,0,0.0
Seppi A.,2019,Grass,7,3,42.857142857142854
Seppi A.,2019,Hard,26,14,53.84615384615385
Seppi A.,2020,Clay,2,0,0.0
Seppi A.,2020,Hard,12,7,58.333333333333336
Seppi A.,2021,Clay,3,1,33.33333333333333
Seppi A.,2021,Grass,5,3,60.0
Seppi A.,2021,Hard,12,3,25.0
Seppi A.,2022,Grass,1,0,0.0
Seppi A.,2022,Hard,6,2,33.33333333333333
Seppi A. ,2009,Hard,2,1,50.0
Serdarusic N.,2016,Clay,1,0,0.0
Serdarusic N.,2018,Clay,1,0,0.0
Serdarusic N.,2019,Clay,2,1,50.0
Serdarusic N.,2020,Hard,1,0,0.0
Serdarusic N.,2021,Clay,1,0,0.0
Serdarusic N.,2021,Hard,2,0,0.0
Serdarusic N.,2023,Clay,1,0,0.0
Sergeyev I.,2010,Hard,2,1,50.0
Serra F.,2002,Hard,1,0,0.0
Serra F.,2003,Hard,1,0,0.0
Serra F.,2004,Clay,3,1,33.33333333333333
Serra F.,2004,Hard,2,1,50.0
Serra F.,2005,Carpet,4,1,25.0
Serra F.,2005,Clay,11,7,63.63636363636363
Serra F.,2005,Hard,4,1,25.0
Serra F.,2006,Carpet,2,0,0.0
Serra F.,2006,Clay,19,8,42.10526315789473
Serra F.,2006,Grass,6,3,50.0
Serra F.,2006,Hard,21,11,52.38095238095239
Serra F.,2007,Carpet,4,2,50.0
Serra F.,2007,Clay,12,4,33.33333333333333
Serra F.,2007,Grass,5,2,40.0
Serra F.,2007,Hard,18,9,50.0
Serra F.,2008,Carpet,4,1,25.0
Serra F.,2008,Clay,15,8,53.333333333333336
Serra F.,2008,Grass,3,1,33.33333333333333
Serra F.,2008,Hard,19,7,36.84210526315789
Serra F.,2009,Carpet,2,1,50.0
Serra F.,2009,Clay,18,8,44.44444444444444
Serra F.,2009,Grass,4,1,25.0
Serra F.,2009,Hard,26,12,46.15384615384615
Serra F.,2010,Clay,16,8,50.0
Serra F.,2010,Grass,4,1,25.0
Serra F.,2010,Hard,26,10,38.46153846153847
Serra F.,2011,Clay,4,1,25.0
Serra F.,2011,Grass,2,0,0.0
Serra F.,2011,Hard,9,2,22.22222222222222
Serra F.,2012,Clay,1,0,0.0
Serra F.,2012,Grass,2,1,50.0
Serra F.,2012,Hard,8,2,25.0
Serra F.,2013,Clay,1,0,0.0
Serra F.,2013,Hard,3,0,0.0
Serra F.,2014,Hard,1,0,0.0
Serra F. ,2009,Hard,2,1,50.0
Serrano O.,2000,Clay,1,0,0.0
Serrano O.,2001,Clay,6,3,50.0
Serrano O.,2003,Clay,1,0,0.0
Setkic A.,2013,Clay,1,0,0.0
Setkic A.,2016,Clay,1,0,0.0
Setkic A.,2017,Hard,1,0,0.0
Settergren J.,2001,Clay,2,1,50.0
Settergren J.,2001,Hard,1,0,0.0
Settergren J.,2002,Clay,2,1,50.0
Settergren J.,2004,Hard,1,0,0.0
Seyboth Wild T.,2018,Clay,1,0,0.0
Seyboth Wild T.,2019,Clay,4,1,25.0
Seyboth Wild T.,2020,Clay,6,5,83.33333333333334
Seyboth Wild T.,2020,Hard,1,0,0.0
Seyboth Wild T.,2021,Clay,6,1,16.666666666666664
Seyboth Wild T.,2021,Hard,1,0,0.0
Seyboth Wild T.,2022,Clay,2,1,50.0
Seyboth Wild T.,2023,Clay,6,3,50.0
Seyboth Wild T.,2023,Hard,3,0,0.0
Seyboth Wild T.,2024,Clay,20,10,50.0
Seyboth Wild T.,2024,Grass,4,2,50.0
Seyboth Wild T.,2024,Hard,17,8,47.05882352941176
Seyboth Wild T.,2025,Clay,10,5,50.0
Seyboth Wild T.,2025,Hard,4,1,25.0
Shane R.,2015,Hard,1,0,0.0
Shang J.,2022,Clay,1,0,0.0
Shang J.,2022,Hard,2,0,0.0
Shang J.,2023,Clay,1,0,0.0
Shang J.,2023,Hard,11,4,36.36363636363637
Shang J.,2024,Clay,4,1,25.0
Shang J.,2024,Grass,5,3,60.0
Shang J.,2024,Hard,33,22,66.66666666666666
Shang J.,2025,Hard,11,5,45.45454545454545
Shang J.,2026,Hard,7,3,42.857142857142854
Shapovalov D.,2016,Hard,3,1,33.33333333333333
Shapovalov D.,2017,Grass,3,1,33.33333333333333
Shapovalov D.,2017,Hard,14,7,50.0
Shapovalov D.,2018,Clay,12,7,58.333333333333336
Shapovalov D.,2018,Grass,6,2,33.33333333333333
Shapovalov D.,2018,Hard,41,23,56.09756097560976
Shapovalov D.,2019,Clay,8,2,25.0
Shapovalov D.,2019,Grass,3,0,0.0
Shapovalov D.,2019,Hard,46,30,65.21739130434783
Shapovalov D.,2020,Clay,7,5,71.42857142857143
Shapovalov D.,2020,Hard,21,10,47.61904761904761
Shapovalov D.,2021,Clay,13,7,53.84615384615385
Shapovalov D.,2021,Grass,11,8,72.72727272727273
Shapovalov D.,2021,Hard,25,14,56.00000000000001
Shapovalov D.,2022,Clay,8,4,50.0
Shapovalov D.,2022,Grass,5,1,20.0
Shapovalov D.,2022,Hard,40,25,62.5
Shapovalov D.,2023,Clay,6,3,50.0
Shapovalov D.,2023,Grass,7,4,57.14285714285714
Shapovalov D.,2023,Hard,13,6,46.15384615384615
Shapovalov D.,2024,Clay,11,5,45.45454545454545
Shapovalov D.,2024,Grass,5,3,60.0
Shapovalov D.,2024,Hard,29,15,51.724137931034484
Shapovalov D.,2025,Clay,6,2,33.33333333333333
Shapovalov D.,2025,Grass,4,1,25.0
Shapovalov D.,2025,Hard,35,23,65.71428571428571
Shapovalov D.,2026,Hard,11,6,54.54545454545454
Shelbayh A.,2023,Clay,3,1,33.33333333333333
Shelbayh A.,2023,Grass,2,0,0.0
Shelbayh A.,2023,Hard,3,1,33.33333333333333
Shelbayh A.,2024,Clay,1,0,0.0
Shelbayh A.,2024,Hard,1,0,0.0
Shelbayh A.,2025,Hard,1,0,0.0
Shelton B.,2022,Hard,6,3,50.0
Shelton B.,2023,Clay,9,2,22.22222222222222
Shelton B.,2023,Grass,5,2,40.0
Shelton B.,2023,Hard,34,20,58.82352941176471
Shelton B.,2024,Clay,11,7,63.63636363636363
Shelton B.,2024,Grass,8,4,50.0
Shelton B.,2024,Hard,44,28,63.63636363636363
Shelton B.,2025,Clay,12,7,58.333333333333336
Shelton B.,2025,Grass,10,6,60.0
Shelton B.,2025,Hard,39,25,64.1025641025641
Shelton B.,2026,Hard,14,11,78.57142857142857
Sherwood D.,2005,Grass,2,1,50.0
Shevchenko A.,2022,Clay,1,0,0.0
Shevchenko A.,2022,Hard,2,0,0.0
Shevchenko A.,2023,Clay,12,6,50.0
Shevchenko A.,2023,Grass,1,0,0.0
Shevchenko A.,2023,Hard,20,11,55.00000000000001
Shevchenko A.,2024,Clay,13,5,38.46153846153847
Shevchenko A.,2024,Grass,3,1,33.33333333333333
Shevchenko A.,2024,Hard,28,14,50.0
Shevchenko A.,2025,Clay,14,6,42.857142857142854
Shevchenko A.,2025,Grass,1,0,0.0
Shevchenko A.,2025,Hard,11,3,27.27272727272727
Shevchenko A.,2026,Hard,8,4,50.0
Shimabukuro S.,2022,Hard,1,0,0.0
Shimabukuro S.,2023,Grass,1,0,0.0
Shimabukuro S.,2023,Hard,6,2,33.33333333333333
Shimabukuro S.,2025,Hard,2,1,50.0
Shimabukuro S.,2026,Hard,5,1,20.0
Shimada T.,2001,Hard,1,0,0.0
Shimada T.,2003,Grass,1,0,0.0
Shimizu Y.,2022,Hard,1,0,0.0
Shvec A.,2002,Hard,1,0,0.0
Shyla Y.,2015,Hard,1,0,0.0
Sidorenko A.,2006,Hard,1,0,0.0
Sidorenko A.,2008,Clay,1,0,0.0
Sidorenko A.,2009,Clay,4,2,50.0
Sidorenko A.,2010,Clay,1,0,0.0
Sidorenko A.,2010,Hard,2,1,50.0
Sidorenko A.,2015,Hard,1,0,0.0
Sidorenko A.,2016,Hard,2,1,50.0
Siemerink J.,2000,Clay,7,4,57.14285714285714
Siemerink J.,2000,Grass,4,1,25.0
Siemerink J.,2000,Hard,10,2,20.0
Siemerink J.,2001,Clay,11,4,36.36363636363637
Siemerink J.,2001,Grass,6,2,33.33333333333333
Siemerink J.,2001,Hard,11,5,45.45454545454545
Siemerink J.,2002,Clay,1,0,0.0
Siemerink J.,2002,Hard,1,0,0.0
Sijsling I.,2006,Clay,1,0,0.0
Sijsling I.,2008,Clay,1,0,0.0
Sijsling I.,2010,Grass,2,1,50.0
Sijsling I.,2010,Hard,4,2,50.0
Sijsling I.,2011,Grass,1,0,0.0
Sijsling I.,2011,Hard,4,2,50.0
Sijsling I.,2012,Clay,1,0,0.0
Sijsling I.,2012,Grass,4,2,50.0
Sijsling I.,2012,Hard,13,6,46.15384615384615
Sijsling I.,2013,Clay,9,4,44.44444444444444
Sijsling I.,2013,Grass,8,6,75.0
Sijsling I.,2013,Hard,24,7,29.166666666666668
Sijsling I.,2014,Clay,13,3,23.076923076923077
Sijsling I.,2014,Grass,3,0,0.0
Sijsling I.,2014,Hard,17,5,29.411764705882355
Sijsling I.,2015,Clay,1,0,0.0
Sijsling I.,2015,Grass,1,0,0.0
Sijsling I.,2015,Hard,11,3,27.27272727272727
Sijsling I.,2016,Clay,7,3,42.857142857142854
Sijsling I.,2016,Grass,3,1,33.33333333333333
Sijsling I.,2016,Hard,1,0,0.0
Silva D.,2009,Clay,1,0,0.0
Silva F.,2015,Clay,1,0,0.0
Silva F.,2016,Clay,1,0,0.0
Silva F.F.,2017,Clay,2,1,50.0
Silva F.F.,2018,Clay,1,0,0.0
Silva J.,2002,Clay,2,1,50.0
Silva J.,2002,Hard,1,0,0.0
Silva J.,2003,Clay,1,0,0.0
Silva J.,2005,Clay,1,0,0.0
Silva J.,2006,Clay,2,0,0.0
Silva J.,2008,Clay,2,1,50.0
Silva J.,2009,Clay,1,0,0.0
Silva J.,2010,Hard,1,0,0.0
Simmonds P.,2005,Hard,1,0,0.0
Simmonds P.,2006,Hard,1,0,0.0
Simmonds P.,2011,Hard,1,0,0.0
Simon G.,2004,Hard,1,0,0.0
Simon G.,2005,Clay,7,4,57.14285714285714
Simon G.,2005,Hard,5,2,40.0
Simon G.,2006,Carpet,2,0,0.0
Simon G.,2006,Clay,24,15,62.5
Simon G.,2006,Grass,5,2,40.0
Simon G.,2006,Hard,16,7,43.75
Simon G.,2007,Carpet,5,2,40.0
Simon G.,2007,Clay,28,18,64.28571428571429
Simon G.,2007,Grass,5,2,40.0
Simon G.,2007,Hard,20,10,50.0
Simon G.,2008,Carpet,8,5,62.5
Simon G.,2008,Clay,17,12,70.58823529411765
Simon G.,2008,Grass,6,4,66.66666666666666
Simon G.,2008,Hard,42,28,66.66666666666666
Simon G.,2009,Clay,14,7,50.0
Simon G.,2009,Grass,6,4,66.66666666666666
Simon G.,2009,Hard,44,31,70.45454545454545
Simon G.,2010,Clay,3,1,33.33333333333333
Simon G.,2010,Grass,5,3,60.0
Simon G.,2010,Hard,30,17,56.666666666666664
Simon G.,2011,Clay,21,14,66.66666666666666
Simon G.,2011,Grass,3,2,66.66666666666666
Simon G.,2011,Hard,37,22,59.45945945945946
Simon G.,2012,Clay,27,18,66.66666666666666
Simon G.,2012,Grass,2,0,0.0
Simon G.,2012,Hard,32,20,62.5
Simon G.,2013,Clay,16,10,62.5
Simon G.,2013,Grass,5,3,60.0
Simon G.,2013,Hard,35,22,62.857142857142854
Simon G.,2014,Clay,14,6,42.857142857142854
Simon G.,2014,Grass,5,3,60.0
Simon G.,2014,Hard,30,16,53.333333333333336
Simon G.,2015,Clay,10,7,70.0
Simon G.,2015,Grass,12,9,75.0
Simon G.,2015,Hard,39,24,61.53846153846154
Simon G.,2016,Clay,14,8,57.14285714285714
Simon G.,2016,Grass,5,2,40.0
Simon G.,2016,Hard,36,20,55.55555555555556
Simon G.,2017,Clay,14,5,35.714285714285715
Simon G.,2017,Grass,4,1,25.0
Simon G.,2017,Hard,22,9,40.909090909090914
Simon G.,2018,Clay,18,10,55.55555555555556
Simon G.,2018,Grass,7,4,57.14285714285714
Simon G.,2018,Hard,30,19,63.33333333333333
Simon G.,2019,Clay,10,5,50.0
Simon G.,2019,Grass,12,8,66.66666666666666
Simon G.,2019,Hard,30,14,46.666666666666664
Simon G.,2020,Clay,2,0,0.0
Simon G.,2020,Hard,20,10,50.0
Simon G.,2021,Clay,5,0,0.0
Simon G.,2021,Grass,4,0,0.0
Simon G.,2021,Hard,12,5,41.66666666666667
Simon G.,2022,Clay,4,2,50.0
Simon G.,2022,Grass,2,1,50.0
Simon G.,2022,Hard,8,4,50.0
Simon G. ,2009,Hard,3,2,66.66666666666666
Simoni A.,2000,Clay,1,0,0.0
Simoni A.,2001,Clay,7,4,57.14285714285714
Simoni A.,2001,Grass,2,1,50.0
Simoni A.,2001,Hard,8,3,37.5
Simoni A.,2002,Clay,2,0,0.0
Simoni A.,2002,Grass,3,0,0.0
Simoni A.,2002,Hard,6,2,33.33333333333333
Simonsson F.,2016,Clay,1,0,0.0
Singh N.,2007,Hard,1,0,0.0
Singh S.,2012,Hard,1,0,0.0
Sinner J.,2019,Clay,7,3,42.857142857142854
Sinner J.,2019,Grass,1,0,0.0
Sinner J.,2019,Hard,8,4,50.0
Sinner J.,2020,Clay,10,7,70.0
Sinner J.,2020,Hard,19,12,63.1578947368421
Sinner J.,2021,Clay,15,9,60.0
Sinner J.,2021,Grass,2,0,0.0
Sinner J.,2021,Hard,50,36,72.0
Sinner J.,2022,Clay,18,15,83.33333333333334
Sinner J.,2022,Grass,6,4,66.66666666666666
Sinner J.,2022,Hard,28,21,75.0
Sinner J.,2023,Clay,10,7,70.0
Sinner J.,2023,Grass,10,8,80.0
Sinner J.,2023,Hard,54,45,83.33333333333334
Sinner J.,2024,Clay,13,11,84.61538461538461
Sinner J.,2024,Grass,10,9,90.0
Sinner J.,2024,Hard,52,49,94.23076923076923
Sinner J.,2025,Clay,13,11,84.61538461538461
Sinner J.,2025,Grass,8,7,87.5
Sinner J.,2025,Hard,40,39,97.5
Sinner J.,2026,Hard,14,12,85.71428571428571
Sirianni J.,2000,Hard,1,0,0.0
Sirianni J.,2003,Hard,2,1,50.0
Sirianni J.,2006,Grass,1,0,0.0
Sirianni J.,2008,Grass,3,1,33.33333333333333
Sirianni J.,2008,Hard,9,3,33.33333333333333
Sirianni J.,2009,Grass,1,0,0.0
Sirianni J.,2009,Hard,1,0,0.0
Siriluethaiwattana P.,2012,Hard,1,0,0.0
Sitak A.,2011,Hard,1,0,0.0
Skatov T.,2020,Hard,1,0,0.0
Skatov T.,2021,Hard,2,1,50.0
Skatov T.,2022,Hard,1,0,0.0
Skatov T.,2023,Clay,1,0,0.0
Skatov T.,2023,Hard,1,0,0.0
Skatov T.,2024,Clay,3,2,66.66666666666666
Skatov T.,2024,Hard,2,0,0.0
Skatov T.,2025,Clay,1,0,0.0
Skatov T.,2025,Hard,1,0,0.0
Skugor F.,2008,Carpet,1,0,0.0
Skugor F.,2010,Clay,6,3,50.0
Skugor F.,2011,Clay,2,0,0.0
Skugor F.,2011,Hard,1,0,0.0
Skugor F.,2016,Clay,2,0,0.0
Skugor F.,2016,Grass,1,0,0.0
Skugor F.,2016,Hard,2,1,50.0
Skugor F.,2017,Clay,2,1,50.0
Skugor F.,2017,Grass,1,0,0.0
Skugor F.,2017,Hard,1,0,0.0
Skugor F.,2018,Clay,1,0,0.0
Skugor F.,2018,Grass,1,0,0.0
Skugor F.,2018,Hard,4,2,50.0
Skugor F.,2019,Hard,1,0,0.0
Slabinsky A.,2008,Grass,1,0,0.0
Slabinsky A.,2011,Grass,1,0,0.0
Slanar M.,2008,Hard,3,1,33.33333333333333
Sluiter R.,2000,Carpet,2,1,50.0
Sluiter R.,2000,Clay,6,4,66.66666666666666
Sluiter R.,2000,Grass,2,0,0.0
Sluiter R.,2000,Hard,4,2,50.0
Sluiter R.,2001,Clay,4,0,0.0
Sluiter R.,2001,Grass,8,5,62.5
Sluiter R.,2001,Hard,5,1,20.0
Sluiter R.,2002,Clay,4,1,25.0
Sluiter R.,2002,Grass,6,3,50.0
Sluiter R.,2002,Hard,13,4,30.76923076923077
Sluiter R.,2003,Carpet,1,0,0.0
Sluiter R.,2003,Clay,14,6,42.857142857142854
Sluiter R.,2003,Grass,8,5,62.5
Sluiter R.,2003,Hard,17,7,41.17647058823529
Sluiter R.,2004,Carpet,3,1,33.33333333333333
Sluiter R.,2004,Clay,14,7,50.0
Sluiter R.,2004,Grass,5,2,40.0
Sluiter R.,2004,Hard,18,8,44.44444444444444
Sluiter R.,2005,Clay,8,3,37.5
Sluiter R.,2005,Grass,3,0,0.0
Sluiter R.,2005,Hard,7,2,28.57142857142857
Sluiter R.,2006,Carpet,2,1,50.0
Sluiter R.,2006,Clay,8,2,25.0
Sluiter R.,2006,Grass,3,1,33.33333333333333
Sluiter R.,2006,Hard,8,3,37.5
Sluiter R.,2007,Clay,4,2,50.0
Sluiter R.,2007,Grass,1,0,0.0
Sluiter R.,2007,Hard,2,1,50.0
Sluiter R.,2008,Hard,1,0,0.0
Sluiter R.,2009,Grass,4,3,75.0
Smeets R.,2005,Hard,1,0,0.0
Smeets R.,2007,Hard,4,1,25.0
Smeets R.,2008,Clay,1,0,0.0
Smeets R.,2008,Hard,3,0,0.0
Smethurst D.,2014,Grass,1,0,0.0
Smit J.,2006,Hard,1,0,0.0
Smith C.,2025,Clay,3,2,66.66666666666666
Smith C.,2025,Hard,6,1,16.666666666666664
Smith J.P.,2013,Hard,1,0,0.0
Smith J.P.,2014,Hard,2,0,0.0
Smith J.P.,2015,Grass,5,3,60.0
Smith J.P.,2015,Hard,3,0,0.0
Smith J.P.,2016,Grass,2,1,50.0
Smith J.P.,2016,Hard,4,1,25.0
Smith J.P.,2017,Hard,3,0,0.0
Smith J.P.,2018,Grass,2,0,0.0
Smith J.P.,2018,Hard,2,0,0.0
Smith J.P.,2020,Hard,1,0,0.0
Smith J.P.,2021,Hard,2,0,0.0
Smith L.,2001,Hard,1,0,0.0
Smyczek T.,2008,Hard,1,0,0.0
Smyczek T.,2010,Hard,5,1,20.0
Smyczek T.,2011,Clay,2,0,0.0
Smyczek T.,2011,Hard,7,3,42.857142857142854
Smyczek T.,2012,Grass,3,1,33.33333333333333
Smyczek T.,2012,Hard,6,2,33.33333333333333
Smyczek T.,2013,Clay,2,1,50.0
Smyczek T.,2013,Grass,2,1,50.0
Smyczek T.,2013,Hard,16,6,37.5
Smyczek T.,2014,Grass,2,0,0.0
Smyczek T.,2014,Hard,16,7,43.75
Smyczek T.,2015,Clay,3,0,0.0
Smyczek T.,2015,Grass,4,1,25.0
Smyczek T.,2015,Hard,11,4,36.36363636363637
Smyczek T.,2016,Clay,3,2,66.66666666666666
Smyczek T.,2016,Hard,15,6,40.0
Smyczek T.,2017,Hard,8,1,12.5
Smyczek T.,2018,Clay,2,0,0.0
Smyczek T.,2018,Grass,6,3,50.0
Smyczek T.,2018,Hard,10,3,30.0
Smyczek T.,2019,Grass,1,0,0.0
Smyczek T.,2019,Hard,3,1,33.33333333333333
Snobel P.,2003,Hard,1,0,0.0
Snobel P.,2006,Hard,1,0,0.0
Snobel P.,2008,Grass,1,0,0.0
Snobel P.,2008,Hard,1,0,0.0
Sock J.,2010,Hard,1,0,0.0
Sock J.,2011,Hard,3,1,33.33333333333333
Sock J.,2012,Grass,2,1,50.0
Sock J.,2012,Hard,9,3,33.33333333333333
Sock J.,2013,Clay,4,2,50.0
Sock J.,2013,Grass,1,0,0.0
Sock J.,2013,Hard,15,6,40.0
Sock J.,2014,Clay,7,4,57.14285714285714
Sock J.,2014,Grass,6,4,66.66666666666666
Sock J.,2014,Hard,32,18,56.25
Sock J.,2015,Clay,13,9,69.23076923076923
Sock J.,2015,Grass,4,2,50.0
Sock J.,2015,Hard,32,21,65.625
Sock J.,2016,Clay,13,8,61.53846153846154
Sock J.,2016,Grass,3,2,66.66666666666666
Sock J.,2016,Hard,36,25,69.44444444444444
Sock J.,2017,Clay,8,4,50.0
Sock J.,2017,Grass,2,1,50.0
Sock J.,2017,Hard,45,31,68.88888888888889
Sock J.,2018,Clay,7,2,28.57142857142857
Sock J.,2018,Grass,2,0,0.0
Sock J.,2018,Hard,21,7,33.33333333333333
Sock J.,2019,Hard,4,0,0.0
Sock J.,2020,Clay,2,1,50.0
Sock J.,2020,Hard,2,1,50.0
Sock J.,2021,Grass,3,2,66.66666666666666
Sock J.,2021,Hard,6,3,50.0
Sock J.,2022,Clay,1,0,0.0
Sock J.,2022,Grass,5,3,60.0
Sock J.,2022,Hard,10,4,40.0
Sock J.,2023,Clay,1,0,0.0
Sock J.,2023,Hard,5,2,40.0
Soderling R.,2001,Hard,2,1,50.0
Soderling R.,2002,Clay,3,0,0.0
Soderling R.,2002,Hard,3,1,33.33333333333333
Soderling R.,2003,Clay,2,1,50.0
Soderling R.,2003,Grass,3,2,66.66666666666666
Soderling R.,2003,Hard,11,7,63.63636363636363
Soderling R.,2004,Carpet,10,8,80.0
Soderling R.,2004,Clay,10,3,30.0
Soderling R.,2004,Grass,6,3,50.0
Soderling R.,2004,Hard,31,17,54.83870967741935
Soderling R.,2005,Carpet,5,5,100.0
Soderling R.,2005,Clay,8,3,37.5
Soderling R.,2005,Grass,4,1,25.0
Soderling R.,2005,Hard,15,7,46.666666666666664
Soderling R.,2006,Carpet,5,2,40.0
Soderling R.,2006,Clay,10,6,60.0
Soderling R.,2006,Grass,8,5,62.5
Soderling R.,2006,Hard,30,19,63.33333333333333
Soderling R.,2007,Carpet,2,1,50.0
Soderling R.,2007,Clay,13,8,61.53846153846154
Soderling R.,2007,Grass,5,3,60.0
Soderling R.,2007,Hard,15,10,66.66666666666666
Soderling R.,2008,Carpet,7,6,85.71428571428571
Soderling R.,2008,Clay,12,7,58.333333333333336
Soderling R.,2008,Grass,5,3,60.0
Soderling R.,2008,Hard,34,24,70.58823529411765
Soderling R.,2009,Clay,20,14,70.0
Soderling R.,2009,Grass,4,3,75.0
Soderling R.,2009,Hard,38,24,63.1578947368421
